Rep_ID,HCP_ID,Rep_Experience_Years,Territory_Size,HCP_Specialty,HCP_Patient_Volume,HCP_Digital_Affinity,Suggestion_Type,Action_Type,Suggestion_Accepted,Incremental_Actions,Baseline_TRX,Post_TRX,Incremental_TRX,Baseline_NBRX,Post_NBRX,Incremental_NBRX
79,208,19.8,87,Cardiology,66,0.907,Email,Email,1,6,16.0,25.69,9.69,1.0,4.1,3.1
18,404,7.3,45,Primary Care,83,0.092,Call,Call,1,2,17.0,22.22,5.22,5.0,5.95,0.95
8,452,17.0,116,Cardiology,71,0.233,Insights,Insights,0,0,15.0,15.21,0.21,6.0,6.03,0.03
48,224,11.4,109,Neurology,77,0.28,All,All,0,0,12.0,13.32,1.32,3.0,3.35,0.35
33,420,7.1,115,Neurology,87,0.385,All,All,0,0,6.0,6.57,0.57,5.0,5.15,0.15
50,389,8.5,157,Oncology,80,0.152,All,All,1,3,17.0,21.5,4.5,8.0,10.08,2.08
71,29,11.1,124,Oncology,75,0.618,Insights,Insights,0,0,22.0,22.85,0.85,4.0,4.14,0.14
8,311,17.0,116,Primary Care,74,0.685,Insights,Insights,0,0,14.0,14.02,0.02,3.0,3.17,0.17
23,309,8.9,67,Primary Care,92,0.488,All,Email,1,1,20.0,24.63,4.63,4.0,5.72,1.72
42,272,17.0,101,Cardiology,76,0.329,All,All,1,4,14.0,22.75,8.75,3.0,5.53,2.53
64,387,18.8,49,Neurology,69,0.094,All,All,1,1,13.0,16.64,3.64,8.0,8.88,0.88
49,445,14.2,24,Neurology,73,0.19,All,Insights,1,2,17.0,25.62,8.62,7.0,8.2,1.2
31,276,7.9,33,Neurology,76,0.252,All,All,1,2,21.0,27.08,6.08,3.0,4.4,1.4
49,161,14.2,24,Primary Care,69,0.591,Email,Email,0,0,20.0,20.03,0.03,3.0,3.22,0.22
79,492,19.8,87,Primary Care,84,0.109,Call,Call,1,3,18.0,24.55,6.55,3.0,4.64,1.64
39,482,16.9,55,Oncology,82,0.164,All,Email,0,0,16.0,16.01,0.01,6.0,6.27,0.27
71,344,11.1,124,Cardiology,99,0.496,Insights,Insights,1,5,17.0,24.35,7.35,5.0,7.17,2.17
63,321,15.4,190,Oncology,80,0.224,Email,Email,0,0,20.0,20.32,0.32,11.0,11.08,0.08
25,53,10.3,198,Cardiology,81,0.762,Insights,Insights,0,0,13.0,13.4,0.4,2.0,2.05,0.05
20,201,4.7,153,Oncology,77,0.633,Insights,Insights,1,0,13.0,18.37,5.37,4.0,4.28,0.28
62,100,11.3,183,Neurology,73,0.099,All,All,1,2,12.0,15.46,3.46,4.0,5.06,1.06
17,258,14.5,38,Oncology,69,0.395,All,Call,0,0,19.0,19.81,0.81,3.0,3.07,0.07
27,414,14.9,28,Primary Care,80,0.738,Email,Call,0,0,16.0,16.12,0.12,4.0,4.83,0.83
19,113,12.9,81,Neurology,73,0.145,Call,Insights,0,0,13.0,13.1,0.1,5.0,5.25,0.25
49,499,14.2,24,Oncology,68,0.052,Email,Email,1,6,10.0,18.37,8.37,1.0,4.02,3.02
24,65,5.7,177,Cardiology,87,0.215,All,All,0,0,11.0,11.64,0.64,5.0,5.1,0.1
53,50,14.4,171,Oncology,77,0.192,Email,Email,1,2,18.0,24.21,6.21,9.0,10.03,1.03
75,488,10.3,91,Primary Care,76,0.642,Insights,Insights,1,1,21.0,24.76,3.76,1.0,3.2,2.2
67,51,8.8,42,Primary Care,83,0.092,Insights,Insights,0,0,16.0,16.48,0.48,3.0,3.09,0.09
76,368,1.2,80,Cardiology,83,0.162,Insights,Insights,0,0,15.0,15.2,0.2,3.0,3.08,0.08
2,382,6.3,75,Cardiology,72,0.608,Insights,Insights,1,0,10.0,14.22,4.22,5.0,5.47,0.47
37,166,10.3,187,Oncology,77,0.605,All,All,1,5,18.0,25.35,7.35,2.0,3.85,1.85
18,33,7.3,45,Oncology,98,0.68,Insights,Insights,1,3,16.0,24.82,8.82,8.0,10.83,2.83
74,155,19.7,62,Primary Care,70,0.546,Email,Email,1,0,22.0,26.66,4.66,7.0,7.29,0.29
57,35,6.8,128,Oncology,84,0.572,Call,Call,1,3,20.0,27.34,7.34,6.0,8.18,2.18
26,337,8.4,99,Primary Care,80,0.413,Insights,Insights,1,1,15.0,18.83,3.83,3.0,4.74,1.74
46,445,14.6,60,Neurology,73,0.19,Call,Call,1,2,14.0,19.93,5.93,5.0,5.63,0.63
49,499,14.2,24,Oncology,68,0.052,All,Call,0,0,19.0,19.46,0.46,2.0,2.67,0.67
40,401,4.2,152,Primary Care,88,0.017,Call,Call,0,0,17.0,17.73,0.73,4.0,4.23,0.23
38,388,2.6,161,Neurology,79,0.508,All,All,1,2,16.0,19.47,3.47,6.0,7.73,1.73
5,441,14.3,123,Oncology,82,0.069,Email,Email,0,0,22.0,22.4,0.4,5.0,5.03,0.03
37,385,10.3,187,Primary Care,88,0.763,All,Email,0,0,15.0,15.71,0.71,2.0,2.22,0.22
28,326,19.3,22,Cardiology,85,0.18,Email,Insights,0,0,20.0,20.61,0.61,4.0,4.08,0.08
66,499,3.4,187,Oncology,68,0.052,Insights,Call,0,0,16.0,16.75,0.75,6.0,6.2,0.2
70,162,9.1,60,Oncology,74,0.62,Call,Call,1,3,14.0,18.95,4.95,10.0,10.79,0.79
61,207,5.4,66,Oncology,63,0.411,Insights,Call,0,0,22.0,22.0,0.0,4.0,4.05,0.05
3,454,1.5,33,Cardiology,84,0.267,Email,Email,0,0,14.0,14.19,0.19,4.0,4.21,0.21
68,156,3.4,153,Cardiology,82,0.277,All,Email,0,0,21.0,21.38,0.38,3.0,3.1,0.1
32,150,11.7,170,Neurology,72,0.618,Insights,Call,1,5,18.0,27.3,9.3,6.0,7.44,1.44
34,77,1.0,82,Neurology,75,0.827,All,Insights,1,1,20.0,22.64,2.64,4.0,5.35,1.35
76,138,1.2,80,Neurology,74,0.142,All,Insights,0,0,10.0,10.09,0.09,7.0,7.07,0.07
70,297,9.1,60,Primary Care,72,0.511,Insights,Call,0,0,20.0,20.74,0.74,4.0,4.05,0.05
5,444,14.3,123,Oncology,81,0.234,All,Insights,0,0,18.0,18.64,0.64,5.0,5.31,0.31
29,69,12.2,174,Oncology,71,0.226,Email,Email,1,4,17.0,24.55,7.55,4.0,6.91,2.91
60,341,13.3,137,Cardiology,79,0.146,Insights,Insights,0,0,15.0,15.08,0.08,1.0,1.22,0.22
44,384,18.7,26,Oncology,93,0.521,Call,Call,1,3,14.0,22.48,8.48,6.0,8.33,2.33
21,448,6.0,31,Neurology,81,0.512,All,Call,1,3,15.0,22.2,7.2,6.0,7.1,1.1
42,376,17.0,101,Primary Care,85,0.101,Email,Email,1,5,11.0,21.38,10.38,4.0,6.98,2.98
70,78,9.1,60,Oncology,75,0.333,Call,Call,1,5,18.0,25.07,7.07,4.0,5.43,1.43
18,245,7.3,45,Cardiology,73,0.766,Insights,Insights,1,4,17.0,28.04,11.04,3.0,4.14,1.14
60,477,13.3,137,Primary Care,81,0.627,Call,Call,1,3,11.0,18.6,7.6,4.0,6.46,2.46
59,455,17.8,73,Cardiology,81,0.852,Email,Email,1,4,9.0,17.74,8.74,5.0,7.73,2.73
71,307,11.1,124,Neurology,69,0.321,Call,Call,1,3,10.0,18.8,8.8,4.0,5.49,1.49
24,482,5.7,177,Oncology,82,0.164,All,All,1,3,14.0,21.23,7.23,2.0,3.63,1.63
18,335,7.3,45,Neurology,87,0.039,Email,Email,0,0,13.0,13.26,0.26,5.0,5.1,0.1
44,33,18.7,26,Oncology,98,0.68,Call,Call,1,3,17.0,26.52,9.52,3.0,5.12,2.12
43,458,9.7,154,Primary Care,87,0.194,All,Email,1,4,22.0,30.28,8.28,3.0,5.81,2.81
33,85,7.1,115,Primary Care,100,0.396,All,All,0,0,8.0,8.09,0.09,4.0,4.05,0.05
63,191,15.4,190,Cardiology,92,0.145,Email,Call,1,3,15.0,19.53,4.53,3.0,3.23,0.23
64,120,18.8,49,Primary Care,76,0.259,Insights,Insights,1,4,13.0,24.26,11.26,4.0,6.08,2.08
20,360,4.7,153,Oncology,81,0.298,Email,Email,1,2,17.0,23.09,6.09,5.0,6.07,1.07
64,15,18.8,49,Primary Care,71,0.274,All,All,0,0,18.0,18.34,0.34,4.0,4.11,0.11
19,321,12.9,81,Oncology,80,0.224,Call,Call,1,1,14.0,19.61,5.61,4.0,4.95,0.95
33,433,7.1,115,Cardiology,83,0.355,Call,Call,0,0,18.0,18.25,0.25,7.0,7.12,0.12
3,394,1.5,33,Oncology,78,0.317,Call,Call,0,0,20.0,21.22,1.22,4.0,4.11,0.11
28,154,19.3,22,Oncology,88,0.42,Insights,Insights,1,4,13.0,23.55,10.55,4.0,5.83,1.83
77,449,5.6,150,Oncology,71,0.266,Email,Email,0,0,15.0,15.17,0.17,3.0,3.05,0.05
36,182,9.2,60,Neurology,70,0.403,All,All,1,3,15.0,23.29,8.29,2.0,3.3,1.3
57,341,6.8,128,Cardiology,79,0.146,Call,Call,0,0,10.0,10.24,0.24,3.0,3.17,0.17
9,254,12.2,167,Oncology,81,0.098,Insights,Insights,0,0,9.0,9.98,0.98,7.0,7.01,0.01
51,34,15.3,66,Primary Care,71,0.112,All,All,1,5,18.0,27.13,9.13,2.0,3.92,1.92
30,2,12.2,100,Neurology,86,0.643,Email,Email,1,2,15.0,20.07,5.07,6.0,7.72,1.72
60,92,13.3,137,Primary Care,81,0.167,Email,Email,0,0,17.0,17.31,0.31,2.0,2.14,0.14
75,468,10.3,91,Primary Care,86,0.101,Call,Call,1,5,16.0,23.56,7.56,3.0,5.04,2.04
43,477,9.7,154,Primary Care,81,0.627,All,All,0,0,10.0,10.07,0.07,4.0,4.25,0.25
9,206,12.2,167,Oncology,91,0.39,Email,Email,1,2,18.0,24.5,6.5,2.0,3.2,1.2
39,485,16.9,55,Oncology,95,0.015,All,Call,1,0,22.0,25.13,3.13,2.0,2.65,0.65
10,25,19.4,180,Primary Care,87,0.422,Insights,Insights,1,1,16.0,20.24,4.24,2.0,3.12,1.12
36,484,9.2,60,Oncology,81,0.394,Insights,Insights,1,3,14.0,21.91,7.91,5.0,7.19,2.19
5,116,14.3,123,Oncology,75,0.172,Insights,Insights,0,0,13.0,15.22,2.22,3.0,3.08,0.08
52,19,18.3,191,Primary Care,65,0.675,Email,Call,1,6,12.0,18.56,6.56,5.0,5.85,0.85
25,379,10.3,198,Oncology,88,0.243,Email,Email,0,0,12.0,12.3,0.3,2.0,2.19,0.19
17,192,14.5,38,Neurology,63,0.339,All,Call,1,5,14.0,21.71,7.71,5.0,6.97,1.97
2,147,6.3,75,Cardiology,86,0.24,Call,Email,1,4,19.0,24.9,5.9,2.0,3.55,1.55
72,380,5.3,163,Oncology,73,0.049,Insights,Insights,1,3,16.0,21.65,5.65,5.0,7.44,2.44
67,167,8.8,42,Primary Care,82,0.32,All,Call,1,0,19.0,22.69,3.69,3.0,3.82,0.82
65,377,4.0,150,Primary Care,70,0.168,Email,Email,0,0,11.0,11.92,0.92,2.0,2.36,0.36
5,98,14.3,123,Primary Care,84,0.947,Call,Call,1,6,16.0,24.52,8.52,1.0,3.71,2.71
28,43,19.3,22,Neurology,74,0.559,Call,Call,0,0,12.0,12.24,0.24,6.0,6.1,0.1
78,163,19.6,86,Neurology,77,0.341,Email,Email,1,4,19.0,24.66,5.66,0.0,1.64,1.64
47,305,19.6,145,Primary Care,80,0.047,All,All,0,0,12.0,12.1,0.1,7.0,7.06,0.06
11,113,14.7,189,Neurology,73,0.145,All,Email,1,1,15.0,17.29,2.29,8.0,8.4,0.4
12,72,13.9,58,Cardiology,87,0.334,Call,Call,0,0,15.0,15.94,0.94,1.0,1.07,0.07
22,375,19.0,38,Cardiology,77,0.043,All,All,1,5,11.0,18.64,7.64,3.0,5.85,2.85
78,247,19.6,86,Oncology,76,0.846,Email,Email,1,5,8.0,17.59,9.59,4.0,6.52,2.52
14,216,1.0,123,Neurology,88,0.684,All,Call,0,0,19.0,19.23,0.23,7.0,7.2,0.2
73,120,9.5,80,Primary Care,76,0.259,All,All,0,0,13.0,13.32,0.32,3.0,3.26,0.26
55,9,12.2,128,Oncology,79,0.443,Email,Email,1,2,11.0,16.49,5.49,4.0,4.38,0.38
74,27,19.7,62,Cardiology,98,0.116,Insights,Insights,1,0,16.0,23.31,7.31,8.0,8.7,0.7
67,341,8.8,42,Cardiology,79,0.146,All,Insights,1,3,12.0,16.6,4.6,1.0,3.71,2.71
27,41,14.9,28,Oncology,79,0.401,Call,Email,1,4,10.0,16.02,6.02,6.0,8.32,2.32
67,124,8.8,42,Cardiology,64,0.774,Call,Call,1,1,17.0,22.16,5.16,6.0,6.68,0.68
14,456,1.0,123,Cardiology,75,0.223,Insights,Email,0,0,12.0,12.95,0.95,2.0,2.33,0.33
24,172,5.7,177,Oncology,91,0.343,Email,Email,1,3,18.0,26.01,8.01,4.0,4.65,0.65
17,373,14.5,38,Neurology,92,0.427,Email,Email,0,0,14.0,14.13,0.13,1.0,1.1,0.1
11,172,14.7,189,Oncology,91,0.343,Email,Email,0,0,16.0,16.63,0.63,7.0,7.02,0.02
8,466,17.0,116,Neurology,82,0.66,All,All,1,7,16.0,27.3,11.3,5.0,8.68,3.68
15,411,5.6,103,Cardiology,82,0.642,Call,Call,1,6,17.0,28.37,11.37,4.0,6.02,2.02
10,235,19.4,180,Primary Care,72,0.151,Insights,Insights,1,2,19.0,24.04,5.04,7.0,8.32,1.32
31,343,7.9,33,Neurology,73,0.188,Email,Email,1,2,7.0,17.43,10.43,4.0,5.12,1.12
6,207,11.4,159,Oncology,63,0.411,Email,Email,1,3,16.0,23.75,7.75,3.0,4.04,1.04
5,473,14.3,123,Oncology,95,0.199,Insights,Insights,0,0,17.0,17.28,0.28,3.0,3.1,0.1
80,180,5.0,190,Primary Care,79,0.23,Email,Email,1,1,18.0,22.69,4.69,3.0,4.64,1.64
8,419,17.0,116,Cardiology,81,0.451,Insights,Insights,1,1,12.0,17.09,5.09,3.0,4.44,1.44
6,309,11.4,159,Primary Care,92,0.488,Call,Call,1,1,14.0,19.36,5.36,7.0,8.41,1.41
3,322,1.5,33,Oncology,79,0.407,Insights,Insights,1,2,16.0,23.05,7.05,4.0,6.27,2.27
11,176,14.7,189,Primary Care,83,0.723,Call,Call,0,0,15.0,16.21,1.21,2.0,2.18,0.18
43,417,9.7,154,Oncology,73,0.794,All,All,1,4,12.0,22.04,10.04,3.0,4.98,1.98
67,374,8.8,42,Oncology,77,0.751,Email,Email,1,7,13.0,22.61,9.61,1.0,4.33,3.33
59,408,17.8,73,Cardiology,85,0.605,All,Email,1,1,14.0,19.19,5.19,3.0,3.56,0.56
47,401,19.6,145,Primary Care,88,0.017,Call,Email,1,6,19.0,24.1,5.1,3.0,5.24,2.24
7,79,16.5,42,Neurology,91,0.237,Email,Email,1,3,16.0,22.88,6.88,4.0,6.24,2.24
62,438,11.3,183,Cardiology,88,0.581,Insights,Insights,0,0,13.0,13.38,0.38,4.0,4.03,0.03
3,421,1.5,33,Primary Care,82,0.174,Email,Email,0,0,16.0,16.12,0.12,4.0,4.03,0.03
51,122,15.3,66,Neurology,82,0.76,Call,Call,1,0,14.0,17.17,3.17,5.0,6.23,1.23
33,491,7.1,115,Oncology,61,0.387,All,All,1,2,11.0,18.58,7.58,5.0,7.4,2.4
71,264,11.1,124,Primary Care,85,0.184,All,Call,0,0,19.0,19.03,0.03,4.0,4.17,0.17
25,161,10.3,198,Primary Care,69,0.591,Insights,Insights,1,2,8.0,14.83,6.83,2.0,3.08,1.08
52,112,18.3,191,Neurology,67,0.565,All,All,1,1,15.0,18.03,3.03,6.0,8.15,2.15
36,183,9.2,60,Primary Care,68,0.476,Call,Call,1,2,12.0,19.88,7.88,4.0,5.67,1.67
42,19,17.0,101,Primary Care,65,0.675,Email,Email,0,0,16.0,17.04,1.04,1.0,1.08,0.08
76,346,1.2,80,Neurology,88,0.173,All,Call,0,0,11.0,11.65,0.65,3.0,3.01,0.01
58,354,14.5,120,Cardiology,77,0.52,Email,Email,0,0,23.0,23.02,0.02,4.0,4.18,0.18
34,334,1.0,82,Oncology,87,0.118,Email,Insights,0,0,13.0,13.02,0.02,3.0,3.4,0.4
36,275,9.2,60,Cardiology,94,0.648,Email,Email,0,0,16.0,16.06,0.06,5.0,5.12,0.12
57,182,6.8,128,Neurology,70,0.403,Call,Call,0,0,20.0,20.89,0.89,7.0,7.31,0.31
28,362,19.3,22,Cardiology,86,0.334,Call,Call,1,3,16.0,27.86,11.86,4.0,6.62,2.62
14,436,1.0,123,Neurology,80,0.202,Call,Call,1,1,11.0,16.57,5.57,2.0,2.74,0.74
38,44,2.6,161,Oncology,88,0.174,Insights,Insights,0,0,18.0,18.33,0.33,4.0,4.03,0.03
6,192,11.4,159,Neurology,63,0.339,All,Call,1,4,13.0,23.42,10.42,5.0,7.05,2.05
14,498,1.0,123,Oncology,69,0.581,All,Call,1,4,13.0,17.89,4.89,5.0,6.92,1.92
34,431,1.0,82,Oncology,61,0.102,Email,Email,1,4,16.0,23.67,7.67,4.0,5.41,1.41
64,498,18.8,49,Oncology,69,0.581,Email,Email,1,4,12.0,19.49,7.49,3.0,5.68,2.68
63,92,15.4,190,Primary Care,81,0.167,Insights,Insights,1,0,11.0,16.96,5.96,7.0,8.25,1.25
21,233,6.0,31,Neurology,77,0.726,Email,Email,1,4,10.0,22.71,12.71,6.0,8.29,2.29
34,66,1.0,82,Neurology,84,0.648,Call,Insights,1,3,17.0,20.5,3.5,6.0,6.44,0.44
13,434,7.9,51,Oncology,69,0.545,Insights,Insights,0,0,16.0,16.31,0.31,2.0,2.18,0.18
61,260,5.4,66,Cardiology,90,0.209,All,All,1,5,14.0,25.81,11.81,7.0,10.16,3.16
20,122,4.7,153,Neurology,82,0.76,Email,Email,0,0,14.0,14.41,0.41,2.0,2.01,0.01
64,46,18.8,49,Neurology,90,0.647,Insights,Insights,1,3,15.0,22.93,7.93,1.0,2.81,1.81
68,369,3.4,153,Oncology,91,0.499,Insights,Email,0,0,12.0,13.65,1.65,0.0,0.58,0.58
56,406,12.0,85,Primary Care,83,0.594,All,Insights,1,4,13.0,19.9,6.9,4.0,5.55,1.55
27,440,14.9,28,Neurology,80,0.5,Call,Call,1,3,13.0,22.83,9.83,4.0,5.89,1.89
77,486,5.6,150,Neurology,83,0.187,All,Email,1,3,16.0,21.67,5.67,4.0,6.36,2.36
55,408,12.2,128,Cardiology,85,0.605,All,Call,1,0,17.0,19.75,2.75,5.0,7.04,2.04
52,394,18.3,191,Oncology,78,0.317,Email,Email,1,1,12.0,16.64,4.64,5.0,6.48,1.48
69,406,19.6,188,Primary Care,83,0.594,Insights,Insights,1,3,9.0,15.43,6.43,6.0,8.66,2.66
71,500,11.1,124,Neurology,86,0.438,Insights,Insights,0,0,10.0,10.15,0.15,3.0,3.24,0.24
7,232,16.5,42,Neurology,78,0.439,Call,Call,0,0,11.0,11.72,0.72,7.0,7.06,0.06
71,380,11.1,124,Oncology,73,0.049,Call,Call,1,2,22.0,26.6,4.6,4.0,5.15,1.15
62,410,11.3,183,Neurology,93,0.263,Call,Call,0,0,11.0,11.57,0.57,5.0,5.23,0.23
17,59,14.5,38,Cardiology,77,0.309,All,Call,1,0,11.0,16.81,5.81,2.0,2.25,0.25
25,346,10.3,198,Neurology,88,0.173,Email,Email,0,0,12.0,12.49,0.49,3.0,3.02,0.02
61,170,5.4,66,Oncology,85,0.258,Insights,Insights,0,0,19.0,19.03,0.03,3.0,3.28,0.28
18,67,7.3,45,Oncology,87,0.465,Email,Email,1,6,14.0,25.59,11.59,8.0,11.0,3.0
37,86,10.3,187,Oncology,83,0.564,Insights,Email,0,0,17.0,17.7,0.7,4.0,4.06,0.06
56,58,12.0,85,Neurology,80,0.07,Insights,Insights,1,2,16.0,19.78,3.78,3.0,6.85,3.85
53,449,14.4,171,Oncology,71,0.266,Insights,Insights,1,2,21.0,24.97,3.97,5.0,7.17,2.17
73,386,9.5,80,Cardiology,87,0.372,Insights,Insights,1,1,16.0,22.84,6.84,7.0,9.13,2.13
9,52,12.2,167,Cardiology,70,0.308,Call,Call,1,2,14.0,21.83,7.83,3.0,4.71,1.71
24,313,5.7,177,Primary Care,78,0.792,Call,Call,1,3,16.0,24.14,8.14,6.0,7.23,1.23
79,331,19.8,87,Oncology,80,0.49,All,Call,1,3,20.0,26.07,6.07,3.0,4.73,1.73
46,260,14.6,60,Cardiology,90,0.209,Email,Email,1,3,13.0,21.34,8.34,1.0,2.97,1.97
20,304,4.7,153,Neurology,89,0.269,All,Insights,1,3,8.0,16.26,8.26,4.0,5.9,1.9
24,454,5.7,177,Cardiology,84,0.267,Insights,All,0,0,15.0,15.01,0.01,3.0,3.02,0.02
28,260,19.3,22,Cardiology,90,0.209,All,Call,1,6,20.0,31.68,11.68,0.0,2.92,2.92
45,330,5.0,150,Oncology,70,0.262,Call,Call,0,0,21.0,21.79,0.79,6.0,6.28,0.28
23,286,8.9,67,Neurology,85,0.161,Insights,All,0,0,18.0,18.6,0.6,4.0,4.36,0.36
50,199,8.5,157,Primary Care,88,0.233,Email,Insights,0,0,10.0,12.1,2.1,1.0,1.12,0.12
36,446,9.2,60,Primary Care,98,0.446,All,All,1,5,10.0,20.02,10.02,3.0,5.5,2.5
49,207,14.2,24,Oncology,63,0.411,Insights,Insights,0,0,13.0,13.49,0.49,6.0,6.35,0.35
13,400,7.9,51,Neurology,85,0.085,Insights,Insights,1,1,14.0,19.45,5.45,7.0,8.14,1.14
50,303,8.5,157,Neurology,71,0.161,All,Email,0,0,16.0,16.7,0.7,5.0,5.54,0.54
74,343,19.7,62,Neurology,73,0.188,Call,Call,0,0,21.0,21.91,0.91,5.0,5.19,0.19
11,381,14.7,189,Oncology,76,0.158,Insights,Call,1,5,13.0,17.54,4.54,2.0,2.41,0.41
27,368,14.9,28,Cardiology,83,0.162,All,All,1,3,12.0,18.6,6.6,5.0,6.66,1.66
56,283,12.0,85,Oncology,79,0.265,Email,Email,0,0,12.0,12.1,0.1,2.0,2.04,0.04
50,308,8.5,157,Oncology,83,0.44,All,All,1,1,13.0,18.52,5.52,5.0,5.0,0.0
54,255,18.8,54,Cardiology,84,0.46,All,Email,1,2,18.0,23.43,5.43,2.0,3.51,1.51
45,170,5.0,150,Oncology,85,0.258,All,Insights,0,0,15.0,15.19,0.19,1.0,1.12,0.12
55,364,12.2,128,Oncology,79,0.603,All,Email,0,0,21.0,21.01,0.01,7.0,7.26,0.26
49,440,14.2,24,Neurology,80,0.5,Call,Call,0,0,17.0,17.09,0.09,2.0,2.04,0.04
6,353,11.4,159,Primary Care,74,0.284,Insights,Insights,1,3,13.0,18.35,5.35,5.0,6.68,1.68
61,387,5.4,66,Neurology,69,0.094,Email,Email,0,0,16.0,16.28,0.28,2.0,2.07,0.07
36,416,9.2,60,Oncology,93,0.209,All,Insights,0,0,8.0,9.62,1.62,3.0,3.8,0.8
5,184,14.3,123,Neurology,88,0.178,Email,All,0,0,15.0,15.27,0.27,3.0,3.17,0.17
33,32,7.1,115,Cardiology,67,0.366,All,Call,1,5,13.0,23.2,10.2,3.0,5.1,2.1
35,169,17.5,101,Neurology,85,0.207,Email,Email,1,5,18.0,24.82,6.82,3.0,5.88,2.88
7,378,16.5,42,Primary Care,84,0.084,Email,Email,1,0,12.0,17.96,5.96,5.0,5.17,0.17
80,408,5.0,190,Cardiology,85,0.605,Email,Email,0,0,15.0,15.05,0.05,4.0,4.02,0.02
18,257,7.3,45,Neurology,92,0.677,All,Call,1,2,12.0,19.89,7.89,2.0,3.82,1.82
27,390,14.9,28,Primary Care,60,0.288,Email,All,1,0,15.0,15.0,0.0,3.0,3.0,0.0
36,38,9.2,60,Oncology,84,0.363,Email,Email,1,3,11.0,18.37,7.37,5.0,6.49,1.49
67,323,8.8,42,Cardiology,79,0.305,Email,All,1,1,14.0,15.9,1.9,3.0,4.01,1.01
60,340,13.3,137,Primary Care,74,0.612,Call,Call,1,1,13.0,16.19,3.19,3.0,3.66,0.66
62,254,11.3,183,Oncology,81,0.098,All,All,0,0,10.0,10.26,0.26,5.0,5.16,0.16
19,359,12.9,81,Cardiology,90,0.489,Call,All,0,0,19.0,19.39,0.39,4.0,4.02,0.02
68,246,3.4,153,Primary Care,86,0.14,Call,Call,1,2,15.0,19.62,4.62,3.0,4.33,1.33
67,262,8.8,42,Neurology,80,0.027,Email,Email,1,4,20.0,29.37,9.37,5.0,7.48,2.48
38,302,2.6,161,Primary Care,86,0.283,Email,Email,1,3,8.0,14.49,6.49,1.0,2.89,1.89
44,397,18.7,26,Primary Care,90,0.631,Call,Call,1,6,11.0,21.57,10.57,2.0,4.91,2.91
3,125,1.5,33,Neurology,79,0.505,Email,Email,1,1,12.0,18.89,6.89,2.0,3.03,1.03
61,151,5.4,66,Primary Care,77,0.376,Email,Email,1,3,15.0,22.15,7.15,1.0,2.7,1.7
77,210,5.6,150,Neurology,81,0.65,Email,Email,1,1,16.0,20.07,4.07,7.0,7.53,0.53
38,101,2.6,161,Cardiology,69,0.507,Call,Call,0,0,15.0,16.09,1.09,3.0,3.18,0.18
44,168,18.7,26,Oncology,67,0.519,All,All,1,3,24.0,29.47,5.47,5.0,6.36,1.36
40,176,4.2,152,Primary Care,83,0.723,Email,Email,1,3,17.0,21.65,4.65,2.0,4.42,2.42
7,158,16.5,42,Cardiology,88,0.423,Insights,Insights,1,5,19.0,29.18,10.18,1.0,2.97,1.97
50,206,8.5,157,Oncology,91,0.39,Insights,Insights,1,1,18.0,24.4,6.4,5.0,6.9,1.9
58,253,14.5,120,Oncology,86,0.74,All,Insights,1,2,12.0,18.06,6.06,3.0,4.05,1.05
75,348,10.3,91,Oncology,88,0.382,Email,All,1,4,13.0,18.07,5.07,5.0,6.77,1.77
75,152,10.3,91,Cardiology,87,0.604,All,All,1,4,14.0,21.87,7.87,3.0,4.94,1.94
40,423,4.2,152,Neurology,84,0.471,All,Call,0,0,17.0,17.13,0.13,4.0,4.5,0.5
77,240,5.6,150,Primary Care,61,0.169,All,All,1,6,13.0,22.61,9.61,1.0,3.24,2.24
43,361,9.7,154,Primary Care,77,0.116,All,Insights,0,0,21.0,21.05,0.05,1.0,1.01,0.01
52,58,18.3,191,Neurology,80,0.07,Email,Email,1,2,14.0,21.6,7.6,5.0,6.26,1.26
49,87,14.2,24,Oncology,82,0.544,All,All,1,3,8.0,16.83,8.83,4.0,6.2,2.2
80,227,5.0,190,Cardiology,83,0.278,All,Call,0,0,12.0,13.81,1.81,3.0,3.33,0.33
60,184,13.3,137,Neurology,88,0.178,Email,Email,1,3,16.0,24.94,8.94,2.0,4.18,2.18
10,249,19.4,180,Oncology,95,0.217,Email,Email,1,2,14.0,21.49,7.49,3.0,4.7,1.7
6,80,11.4,159,Neurology,78,0.356,All,Call,1,4,14.0,22.17,8.17,6.0,9.35,3.35
33,237,7.1,115,Primary Care,69,0.497,Email,Email,1,3,19.0,27.22,8.22,3.0,4.24,1.24
42,344,17.0,101,Cardiology,99,0.496,All,Call,1,0,17.0,20.13,3.13,3.0,3.81,0.81
54,365,18.8,54,Primary Care,94,0.448,Call,Call,1,2,16.0,21.19,5.19,8.0,8.08,0.08
39,125,16.9,55,Neurology,79,0.505,All,All,0,0,20.0,20.46,0.46,5.0,5.11,0.11
42,173,17.0,101,Primary Care,82,0.83,Email,Email,1,2,16.0,21.19,5.19,6.0,6.96,0.96
74,263,19.7,62,Neurology,68,0.33,All,Call,1,1,18.0,24.01,6.01,4.0,5.08,1.08
27,259,14.9,28,Cardiology,78,0.458,Insights,Insights,1,1,13.0,18.44,5.44,2.0,2.71,0.71
40,396,4.2,152,Oncology,61,0.217,All,Email,0,0,12.0,12.08,0.08,3.0,3.09,0.09
